arm,region,seed,in_sample,corr,rmse,mae
GNNonehot,TLD6,42.0,False,0.35453073775443844,6.4358613847587876,4.916439072463869
GNNfusion,TLD6,42.0,False,0.45067631924680307,7.880661874675389,5.813757084844043
GNNpriorN,TLD6,42.0,False,0.5235779648120726,6.056791225078313,4.543500214942839
GNNpriorP,TLD6,42.0,False,0.5188004140286296,6.178125351334156,4.571525784820807
GNNpriorNP,TLD6,42.0,False,0.49457586767701844,6.258466997873606,4.642727199302208
MLP,TLD6,42.0,False,0.40988386931745474,6.362890431654327,4.596515876640383
MLPfusion,TLD6,42.0,False,0.2111218618880648,10.430056272372193,6.270298421351058
MLPpriorN,TLD6,42.0,False,0.5279872094316282,5.512926718244316,3.9165752429298992
MLPpriorP,TLD6,42.0,False,0.5330840117090622,5.490178735146046,3.956641365407192
MLPpriorNP,TLD6,42.0,False,0.5681295006405389,5.348097386595155,3.7855257689648782
GNNpostN,TLD6,42.0,False,0.5369010126918294,6.947350024575616,4.845831516836239
GNNaddN,TLD6,42.0,False,0.5627583730067851,6.021645296012818,4.358195947981532
GNNpostP,TLD6,42.0,False,0.4147666767098908,7.7625252179009845,5.6057311476710945
GNNaddP,TLD6,42.0,False,0.4252592510303186,5.533917730213002,4.315213401436505
GNNpostNP,TLD6,42.0,False,0.4163069068942146,9.216428994981614,6.321361617036159
GNNaddNP,TLD6,42.0,False,0.5111863086172016,5.486223677350645,4.0237018207349875
MLPpostN,TLD6,42.0,False,0.5002011798311695,6.183921917918049,4.297470651122345
MLPaddN,TLD6,42.0,False,0.5456207037512116,5.960766275820481,4.316217929602571
MLPpostP,TLD6,42.0,False,0.4035769082122792,6.804376906310356,4.7700767800662565
MLPaddP,TLD6,42.0,False,0.3663949552833433,5.665969350342796,4.4865783510628825
MLPpostNP,TLD6,42.0,False,0.43194041805730576,7.376666961801108,5.110481100078012
MLPaddNP,TLD6,42.0,False,0.4969255566707212,5.384048510299125,3.9713321453382666
GNN,TLG1,42.0,False,0.5285714675960621,11.65743683995513,7.883691898503504
GNNonehot,TLG1,42.0,False,0.5660835209828221,10.488721075163648,7.50513743082895
